index,address,price,rooms,area,floor,District,Street,Country,longitude,latitude
656,Baltupiai Ozo g.,600,1,29.0,5/8,Baltupiai,Ozo g.,Lithuania,25.2831395,54.7142794
657,Žirmūnai Žirmūnų g.,520,2,45.0,4/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
658,Antakalnis Švyturio g.,650,4,72.0,4/5,Antakalnis,Švyturio g.,Lithuania,25.3186172,54.7135184
659,Naujamiestis S.Konarskio g.,830,3,72.0,3/3,Naujamiestis,S.Konarskio g.,Lithuania,25.264768,54.680141
660,Naujininkai Šaltkalvių g.,800,3,80.0,1/5,Naujininkai,Šaltkalvių g.,Lithuania,25.273605,54.661445
661,Pašilaičiai Girulių g.,450,1,42.0,8/9,Pašilaičiai,Girulių g.,Lithuania,25.2164886,54.7385893
662,Lazdynėliai Jonažolių g.,630,2,52.99,8/9,Lazdynėliai,Jonažolių g.,Lithuania,25.2148876,54.666674
663,Šnipiškės Giedraičių g.,530,2,46.6,4/5,Šnipiškės,Giedraičių g.,Lithuania,25.278242,54.6973462
664,Karoliniškės Apolinaro Juozo Povilaičio g.,650,2,47.0,4/5,Karoliniškės,Apolinaro Juozo Povilaičio g.,Lithuania,25.22511,54.697235
665,Jeruzalė Maumedžių g.,425,1,34.0,3/9,Jeruzalė,Maumedžių g.,Lithuania,25.269227,54.742649
666,Lazdynai M.Mironaitės g.,649,2,46.0,5/6,Lazdynai,M.Mironaitės g.,Lithuania,25.209514,54.67514
667,Senamiestis Raugyklos g.,450,1,14.28,3/6,Senamiestis,Raugyklos g.,Lithuania,25.2789843,54.6728266
668,Naujamiestis M.K.Čiurlionio g.,500,1,20.0,5/5,Naujamiestis,M.K.Čiurlionio g.,Lithuania,25.264768,54.680141
669,Žirmūnai Žirmūnų g.,430,2,49.0,1/9,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
670,Dvarčionys Stepono Kairio g.,250,1,13.0,1/3,Dvarčionys,Stepono Kairio g.,Lithuania,24.121971,55.106184
671,Tarandė V.Smakausko g.,850,4,64.0,2/2,Tarandė,V.Smakausko g.,Lithuania,25.193177,54.749609
672,Justiniškės Justiniškių g.,450,1,35.0,1/5,Justiniškės,Justiniškių g.,Lithuania,25.2221629,54.7175726
673,Žvėrynas Stirnų g.,800,2,47.0,3/5,Žvėrynas,Stirnų g.,Lithuania,25.249828,54.695925
674,Naujininkai Šaltkalvių g.,550,2,51.1,3/5,Naujininkai,Šaltkalvių g.,Lithuania,25.273605,54.661445
675,Baltupiai Kalvarijų g.,600,2,60.38,7/8,Baltupiai,Kalvarijų g.,Lithuania,25.2801343,54.7282735
676,Naujamiestis Eglių g.,690,2,45.0,3/5,Naujamiestis,Eglių g.,Lithuania,22.7434842,55.0843441
677,Naujininkai Eišiškių pl.,560,2,35.0,4/5,Naujininkai,Eišiškių pl.,Lithuania,25.2709531,54.6518753
678,Lazdynai Architektų g.,700,3,73.0,8/16,Lazdynai,Architektų g.,Lithuania,25.2164788,54.6787988
679,Baltupiai Vito Gerulaičio g.,650,2,35.0,3/5,Baltupiai,Vito Gerulaičio g.,Lithuania,24.121971,55.106184
680,Antakalnis Duburio g.,600,2,51.0,2/4,Antakalnis,Duburio g.,Lithuania,25.3935161,54.7106133
681,Santariškės Žaliųjų Ežerų g.,500,1,35.45,3/8,Santariškės,Žaliųjų Ežerų g.,Lithuania,24.121971,55.106184
682,Šnipiškės Kalvarijų g.,400,1,28.0,3/9,Šnipiškės,Kalvarijų g.,Lithuania,25.2817254,54.6949273
683,Šnipiškės Žalgirio g.,750,2,48.0,6/9,Šnipiškės,Žalgirio g.,Lithuania,25.2668422,54.7044446
684,Senamiestis Šiltadaržio g.,989,2,61.0,2/4,Senamiestis,Šiltadaržio g.,Lithuania,25.2916215,54.6843316
685,Naujamiestis Naugarduko g.,800,2,53.0,2/3,Naujamiestis,Naugarduko g.,Lithuania,25.2753772,54.6767869
686,Šnipiškės Vito Gerulaičio g.,999,3,50.0,4/6,Šnipiškės,Vito Gerulaičio g.,Lithuania,25.274536,54.715568
687,Naujoji Vilnia Gerovės g.,430,1,34.44,2/5,Naujoji Vilnia,Gerovės g.,Lithuania,25.4212378,54.6906025
688,Pilaitė Gilužio g.,600,2,52.88,4/6,Pilaitė,Gilužio g.,Lithuania,25.1793994,54.7019012
689,Antakalnis Antakalnio g.,600,2,47.0,9/9,Antakalnis,Antakalnio g.,Lithuania,25.3171585,54.7195619
690,Justiniškės Taikos g.,500,2,50.0,3/5,Justiniškės,Taikos g.,Lithuania,25.2228709,54.7211373
691,Šeškinė Paberžės g.,400,1,35.64,1/5,Šeškinė,Paberžės g.,Lithuania,25.2545267,54.7162133
692,Senamiestis Didžioji g.,800,4,111.3,3/3,Senamiestis,Didžioji g.,Lithuania,21.1334853,55.7105565
693,Grigiškės Šviesos g.,300,1,36.0,2/5,Grigiškės,Šviesos g.,Lithuania,25.0965846,54.6689538
694,Naujamiestis A.Vivulskio g.,650,1,27.0,7/8,Naujamiestis,A.Vivulskio g.,Lithuania,25.264768,54.680141
695,Pilaitė Priegliaus g.,700,2,52.0,7/9,Pilaitė,Priegliaus g.,Lithuania,25.1867437,54.7119404
696,Senamiestis Plačioji g.,1100,3,70.0,1/3,Senamiestis,Plačioji g.,Lithuania,25.2819488,54.6755253
697,Užupis Manufaktūrų g.,900,2,54.0,3/5,Užupis,Manufaktūrų g.,Lithuania,24.121971,55.106184
698,Antakalnis Antakalnio g.,850,3,64.54,4/4,Antakalnis,Antakalnio g.,Lithuania,25.3171585,54.7195619
699,Pilaitė J.Bretkūno g.,950,4,81.0,2/3,Pilaitė,J.Bretkūno g.,Lithuania,25.182761,54.706948
700,Bajorai Bajorų kel.,600,2,42.5,3/4,Bajorai,Bajorų kel.,Lithuania,24.121971,55.106184
701,Antakalnis Prano Morkūno g.,695,3,108.0,2/3,Antakalnis,Prano Morkūno g.,Lithuania,25.69133,55.09549
702,Naujamiestis Vasario 16-osios g.,400,3,88.0,2/5,Naujamiestis,Vasario 16-osios g.,Lithuania,25.27265,54.6889838
703,Senamiestis Sodų g.,650,2,28.0,4/4,Senamiestis,Sodų g.,Lithuania,23.2457351,54.420003
704,Žvėrynas Vytauto g.,600,1,43.58,1/2,Žvėrynas,Vytauto g.,Lithuania,25.2561838,54.6929005
705,Antakalnis Smėlio g.,650,2,47.0,3/5,Antakalnis,Smėlio g.,Lithuania,25.3118899,54.7033583
706,Paupys Krivūlės g.,600,1,35.66,2/3,Paupys,Krivūlės g.,Lithuania,25.3040905,54.6778064
707,Žvėrynas Pušų g.,200,2,18.0,1/3,Žvėrynas,Pušų g.,Lithuania,25.251407,54.6916327
708,Senamiestis Žydų g.,410,1,35.0,3/3,Senamiestis,Žydų g.,Lithuania,25.2859945,54.6803991
709,Antakalnis Vytauto Žalakevičiaus g.,750,2,52.4,4/4,Antakalnis,Vytauto Žalakevičiaus g.,Lithuania,25.783394,54.98187
710,Baltupiai Baltupio g.,500,2,42.0,7/12,Baltupiai,Baltupio g.,Lithuania,25.265448944117644,54.73593325
711,Žirmūnai Žvalgų g.,750,2,40.0,4/9,Žirmūnai,Žvalgų g.,Lithuania,25.2873676,54.7221601
712,Pilaitė Tvankstos g.,480,1,29.0,3/6,Pilaitė,Tvankstos g.,Lithuania,25.1725776,54.7077174
713,Fabijoniškės Neries g.,450,2,42.7,3/12,Fabijoniškės,Neries g.,Lithuania,25.246433,54.731814
714,Baltupiai Vito Gerulaičio g.,700,2,36.0,4/6,Baltupiai,Vito Gerulaičio g.,Lithuania,24.121971,55.106184
715,Pašilaičiai Gabijos g.,670,3,67.0,4/5,Pašilaičiai,Gabijos g.,Lithuania,25.2236397,54.7313146
716,Naujininkai Sniego g.,449,1,16.0,1/3,Naujininkai,Sniego g.,Lithuania,25.2873226,54.6693197
717,Pašilaičiai Perkūnkiemio g.,750,3,62.0,7/12,Pašilaičiai,Perkūnkiemio g.,Lithuania,25.219637,54.7387996
718,Lazdynėliai Lietaus g.,650,2,42.0,1/4,Lazdynėliai,Lietaus g.,Lithuania,24.121971,55.106184
719,Naujamiestis Gerosios Vilties g.,280,1,12.0,5/5,Naujamiestis,Gerosios Vilties g.,Lithuania,25.246189,54.669892
720,Pašilaičiai Sviliškių g.,750,3,52.0,5/7,Pašilaičiai,Sviliškių g.,Lithuania,25.2162652,54.7321521
721,Šnipiškės Kintų g.,850,2,37.0,1/4,Šnipiškės,Kintų g.,Lithuania,25.2771851,54.7025735
722,Lazdynėliai Lazdynų g.,600,2,52.0,5/6,Lazdynėliai,Lazdynų g.,Lithuania,25.1927074,54.663469
723,Naujininkai Zanavykų g.,500,2,32.7,5/5,Naujininkai,Zanavykų g.,Lithuania,25.2827237,54.6663736
724,Naujamiestis Vytenio g.,520,1,28.0,2/4,Naujamiestis,Vytenio g.,Lithuania,25.2629171,54.6806792
725,Justiniškės Rygos g.,700,3,63.0,4/5,Justiniškės,Rygos g.,Lithuania,25.2219966,54.7167438
726,Pašilaičiai Leičių g.,650,2,46.05,9/9,Pašilaičiai,Leičių g.,Lithuania,25.2243428,54.7367895
727,Šnipiškės Kazliškių g.,500,1,27.0,5/5,Šnipiškės,Kazliškių g.,Lithuania,23.54404,54.78748
728,Senamiestis Šv.Stepono g.,950,3,58.0,1/3,Senamiestis,Šv.Stepono g.,Lithuania,25.287693,54.683127
729,Žirmūnai Žirmūnų g.,650,2,44.0,5/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
730,Lazdynėliai Šarmos g.,530,2,24.0,1/1,Lazdynėliai,Šarmos g.,Lithuania,24.121971,55.106184
731,Pilaitė M.Mažvydo g.,720,2,46.36,6/9,Pilaitė,M.Mažvydo g.,Lithuania,25.182761,54.706948
732,Senamiestis Subačiaus g.,600,1,20.35,5/5,Senamiestis,Subačiaus g.,Lithuania,25.2964286,54.6765474
733,Pašilaičiai Dociškių g.,850,3,69.0,2/6,Pašilaičiai,Dociškių g.,Lithuania,25.2178342,54.7322779
734,Žirmūnai Žirmūnų g.,500,1,36.0,6/12,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
735,Naujamiestis Savanorių pr.,550,2,45.0,5/5,Naujamiestis,Savanorių pr.,Lithuania,25.2539717,54.6768665
736,Fabijoniškės Salomėjos Nėries g.,580,1,40.0,4/5,Fabijoniškės,Salomėjos Nėries g.,Lithuania,25.572202,54.870773
737,Senamiestis Pilies g.,1000,2,64.0,1/3,Senamiestis,Pilies g.,Lithuania,25.2891632,54.6820404
738,Senamiestis Kauno g.,1550,3,122.0,2/3,Senamiestis,Kauno g.,Lithuania,23.8888732,54.8996202
739,Senamiestis Trakų g.,800,3,68.0,1/2,Senamiestis,Trakų g.,Lithuania,25.2806889,54.6805537
740,Antakalnis Gailestingųjų Seserų g.,575,1,40.0,2/3,Antakalnis,Gailestingųjų Seserų g.,Lithuania,25.69133,55.09549
741,Naujamiestis S.Konarskio g.,620,2,50.0,8/9,Naujamiestis,S.Konarskio g.,Lithuania,25.264768,54.680141
742,Šnipiškės A.Juozapavičiaus g.,1300,3,70.0,1/9,Šnipiškės,A.Juozapavičiaus g.,Lithuania,25.273601,54.697375
743,Justiniškės Taikos g.,650,3,67.0,5/5,Justiniškės,Taikos g.,Lithuania,25.2228709,54.7211373
744,Šeškinė Gelvonų g.,700,3,67.0,5/5,Šeškinė,Gelvonų g.,Lithuania,25.2576099,54.7182332
745,Žirmūnai Žirmūnų g.,599,2,51.29,3/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
746,Žirmūnai Žirmūnų g.,500,2,50.0,4/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
747,Markučiai Subačiaus g.,570,1,34.0,3/3,Markučiai,Subačiaus g.,Lithuania,25.3110856,54.6762657
748,Šiaurės miestelis S.Žukausko g.,580,2,44.0,2/6,Šiaurės miestelis,S.Žukausko g.,Lithuania,24.121971,55.106184
749,Fabijoniškės Fabijoniškių g.,480,3,67.0,5/5,Fabijoniškės,Fabijoniškių g.,Lithuania,25.2374099,54.7315103
750,Fabijoniškės L.Giros g.,670,2,70.0,1/6,Fabijoniškės,L.Giros g.,Lithuania,25.246433,54.731814
751,Antakalnis Debesijos g.,500,4,80.58,4/5,Antakalnis,Debesijos g.,Lithuania,25.3173065,54.7019831
752,Žemieji Paneriai Vaduvos g.,400,1,40.0,3/5,Žemieji Paneriai,Vaduvos g.,Lithuania,25.2056134,54.6436165
753,Santariškės Žaliųjų Ežerų g.,550,1,34.13,4/7,Santariškės,Žaliųjų Ežerų g.,Lithuania,24.121971,55.106184
754,Lazdynėliai Jonažolių g.,660,3,62.0,2/7,Lazdynėliai,Jonažolių g.,Lithuania,25.2148876,54.666674
755,Markučiai Subačiaus g.,420,1,17.0,5/9,Markučiai,Subačiaus g.,Lithuania,25.3110856,54.6762657
756,Senamiestis Subačiaus g.,530,2,40.0,3/12,Senamiestis,Subačiaus g.,Lithuania,25.2964286,54.6765474
757,Pašilaičiai Sviliškių g.,700,2,39.0,4/4,Pašilaičiai,Sviliškių g.,Lithuania,25.2162652,54.7321521
758,Markučiai Paplaujos g.,900,2,69.0,2/4,Markučiai,Paplaujos g.,Lithuania,25.3150449,54.6793174
759,Šnipiškės Rinktinės g.,600,3,64.0,5/9,Šnipiškės,Rinktinės g.,Lithuania,25.2876625,54.6964968
760,Pilaitė Karaliaučiaus g.,450,1,30.24,3/5,Pilaitė,Karaliaučiaus g.,Lithuania,25.1759723,54.7135023
761,Viršuliškės Viršuliškių g.,390,1,32.88,3/9,Viršuliškės,Viršuliškių g.,Lithuania,25.2249903,54.7072538
762,Senamiestis Gėlių g.,800,2,57.0,3/3,Senamiestis,Gėlių g.,Lithuania,23.2373962,54.4141552
763,Pilaitė Papilėnų g.,175,3,12.0,5/5,Pilaitė,Papilėnų g.,Lithuania,25.1865258,54.7046867
764,Šnipiškės Kalvarijų g.,430,1,33.0,5/5,Šnipiškės,Kalvarijų g.,Lithuania,25.2817254,54.6949273
765,Senamiestis Stiklių g.,750,2,70.0,2/3,Senamiestis,Stiklių g.,Lithuania,25.2874555,54.6792458
766,Naujamiestis Savanorių pr.,599,2,40.0,3/3,Naujamiestis,Savanorių pr.,Lithuania,25.2539717,54.6768665
767,Naujamiestis Vytenio g.,570,2,40.0,1/5,Naujamiestis,Vytenio g.,Lithuania,25.2629171,54.6806792
768,Senamiestis A.Smetonos g.,549,1,36.0,3/4,Senamiestis,A.Smetonos g.,Lithuania,25.287693,54.683127
769,Pilaitė I.Simonaitytės g.,800,3,59.28,2/4,Pilaitė,I.Simonaitytės g.,Lithuania,25.182761,54.706948
770,Pilaitė Karaliaučiaus g.,420,1,36.0,6/8,Pilaitė,Karaliaučiaus g.,Lithuania,25.1759723,54.7135023
771,Baltupiai Trinapolio g.,200,1,19.0,11/12,Baltupiai,Trinapolio g.,Lithuania,25.2876241,54.7257187
772,Santariškės Bajorų kel.,550,2,42.0,7/7,Santariškės,Bajorų kel.,Lithuania,25.2604085,54.7557984
773,Bajorai Bajorų kel.,600,2,50.0,1/4,Bajorai,Bajorų kel.,Lithuania,24.121971,55.106184
774,Naujamiestis S.Konarskio g.,420,2,50.0,1/5,Naujamiestis,S.Konarskio g.,Lithuania,25.264768,54.680141
775,Naujamiestis Geležinio Vilko g.,290,1,16.0,1/5,Naujamiestis,Geležinio Vilko g.,Lithuania,25.263597,54.69795
776,Užupis Paplaujos g.,800,2,60.0,2/4,Užupis,Paplaujos g.,Lithuania,24.121971,55.106184
777,Šnipiškės Linkmenų g.,850,2,52.53,3/7,Šnipiškės,Linkmenų g.,Lithuania,25.2690681,54.6999287
778,Naujamiestis T.Ševčenkos g.,1000,2,95.0,4/4,Naujamiestis,T.Ševčenkos g.,Lithuania,25.264768,54.680141
779,Šnipiškės Linkmenų g.,600,1,35.0,6/7,Šnipiškės,Linkmenų g.,Lithuania,25.2690681,54.6999287
780,Pilaitė Bitėnų g.,650,2,41.0,3/5,Pilaitė,Bitėnų g.,Lithuania,25.1735297,54.7032848
781,Šeškinė Ukmergės g.,650,2,50.0,3/9,Šeškinė,Ukmergės g.,Lithuania,25.2521677,54.7097664
782,Šnipiškės Sporto g.,850,2,65.0,4/6,Šnipiškės,Sporto g.,Lithuania,25.273601,54.697375
783,Naujamiestis Mindaugo g.,890,2,41.0,5/5,Naujamiestis,Mindaugo g.,Lithuania,25.2738379,54.6770904
784,Pašilaičiai Leičių g.,600,2,45.53,7/9,Pašilaičiai,Leičių g.,Lithuania,25.2243428,54.7367895
785,Žvėrynas Stumbrų g.,300,3,70.0,1/1,Žvėrynas,Stumbrų g.,Lithuania,25.2538475,54.6997206
786,Lazdynėliai Jonažolių g.,650,2,57.0,9/9,Lazdynėliai,Jonažolių g.,Lithuania,25.2148876,54.666674
787,Pašilaičiai Žemynos g.,390,1,37.0,2/9,Pašilaičiai,Žemynos g.,Lithuania,25.2253933,54.7259967
788,Burbiškės Burbiškių g.,650,2,42.95,1/3,Burbiškės,Burbiškių g.,Lithuania,25.2554692,54.6522728
789,Užupis Užupio g.,1800,3,97.0,1/3,Užupis,Užupio g.,Lithuania,25.2923965,54.6805074
790,Jeruzalė Kviečių g.,930,3,89.0,3/9,Jeruzalė,Kviečių g.,Lithuania,25.2734687,54.7423179
791,Senamiestis Sodų g.,750,2,34.0,2/3,Senamiestis,Sodų g.,Lithuania,23.2457351,54.420003
792,Karoliniškės Sausio 13-osios g.,599,2,38.0,2/7,Karoliniškės,Sausio 13-osios g.,Lithuania,26.471776,55.626535
793,Karoliniškės Laisvės pr.,600,2,49.5,7/9,Karoliniškės,Laisvės pr.,Lithuania,25.2173677,54.6928201
794,Antakalnis Antakalnio g.,750,2,78.0,9/13,Antakalnis,Antakalnio g.,Lithuania,25.3171585,54.7195619
795,Naujamiestis Gerosios Vilties g.,600,2,48.0,4/5,Naujamiestis,Gerosios Vilties g.,Lithuania,25.246189,54.669892
796,Šiaurės miestelis S.Žukausko g.,950,3,86.0,6/7,Šiaurės miestelis,S.Žukausko g.,Lithuania,24.121971,55.106184
797,Antakalnis J.Biliūno g.,730,2,80.0,1/3,Antakalnis,J.Biliūno g.,Lithuania,25.312009,54.705407
798,Žvėrynas Birutės g.,1400,3,94.0,1/2,Žvėrynas,Birutės g.,Lithuania,25.2405189,54.6983927
799,Bajorai Fizikų g.,650,2,43.0,7/7,Bajorai,Fizikų g.,Lithuania,24.121971,55.106184
800,Šnipiškės Krokuvos g.,500,1,40.0,9/12,Šnipiškės,Krokuvos g.,Lithuania,25.285138,54.6966918
801,Baltupiai Vito Gerulaičio g.,650,1,28.0,2/5,Baltupiai,Vito Gerulaičio g.,Lithuania,24.121971,55.106184
802,Markučiai Pakraščio g.,830,2,48.0,1/7,Markučiai,Pakraščio g.,Lithuania,25.319347221199315,54.67545065
803,Užupis Polocko g.,1300,2,64.0,1/1,Užupis,Polocko g.,Lithuania,25.3008276,54.6812167
804,Užupis Polocko g.,950,2,38.0,2/3,Užupis,Polocko g.,Lithuania,25.3008276,54.6812167
805,Paupys Paupio g.,700,2,40.0,1/2,Paupys,Paupio g.,Lithuania,25.3025487,54.6785287
806,Baltupiai Juozo Balčikonio g.,670,2,50.0,4/4,Baltupiai,Juozo Balčikonio g.,Lithuania,24.121971,55.106184
807,Šnipiškės Rinktinės g.,800,1,35.0,7/7,Šnipiškės,Rinktinės g.,Lithuania,25.2876625,54.6964968
808,Naujamiestis Smolensko g.,750,3,57.0,3/5,Naujamiestis,Smolensko g.,Lithuania,25.2585443,54.6749755
809,Senamiestis Vokiečių g.,700,1,20.0,3/4,Senamiestis,Vokiečių g.,Lithuania,25.2840381,54.6789287
810,Šeškinė Ukmergės g.,550,2,52.0,2/16,Šeškinė,Ukmergės g.,Lithuania,25.2521677,54.7097664
811,Bajorai Bajorų kel.,650,2,52.0,4/4,Bajorai,Bajorų kel.,Lithuania,24.121971,55.106184
812,Naujamiestis Algirdo g.,750,2,45.0,2/3,Naujamiestis,Algirdo g.,Lithuania,25.2707414,54.6781128
813,Senamiestis Šv.Ignoto g.,1000,4,87.0,2/2,Senamiestis,Šv.Ignoto g.,Lithuania,25.287693,54.683127
814,Senamiestis Vokiečių g.,1600,4,80.0,5/5,Senamiestis,Vokiečių g.,Lithuania,25.2840381,54.6789287
815,Naujininkai Garvežių g.,340,1,36.0,9/9,Naujininkai,Garvežių g.,Lithuania,25.2662655,54.6637216
816,Antakalnis M.K.Paco g.,500,1,45.6,4/4,Antakalnis,M.K.Paco g.,Lithuania,25.3053738,54.6931511
817,Šnipiškės Daugėliškio g.,560,1,30.0,2/10,Šnipiškės,Daugėliškio g.,Lithuania,25.2725536,54.7004606
818,Visoriai Visorių g.,900,2,50.0,6/6,Visoriai,Visorių g.,Lithuania,25.2500488,54.7434059
819,Jeruzalė Rugių g.,570,2,41.0,3/5,Jeruzalė,Rugių g.,Lithuania,25.2763332,54.7409115
820,Naujamiestis M.K.Čiurlionio g.,270,1,18.0,2/5,Naujamiestis,M.K.Čiurlionio g.,Lithuania,25.264768,54.680141
821,Pilaitė Tvankstos g.,700,2,43.0,1/4,Pilaitė,Tvankstos g.,Lithuania,25.1725776,54.7077174
822,Šnipiškės Kalvarijų g.,500,2,50.0,3/5,Šnipiškės,Kalvarijų g.,Lithuania,25.2817254,54.6949273
823,Šnipiškės Linkmenų g.,750,2,43.62,5/5,Šnipiškės,Linkmenų g.,Lithuania,25.2690681,54.6999287
824,Saulėtekis Pragiedrulių Sodų 6-oji g.,260,1,17.0,2/3,Saulėtekis,Pragiedrulių Sodų 6-oji g.,Lithuania,23.727445,54.093939
825,Naujamiestis Vingrių g.,900,2,45.0,2/4,Naujamiestis,Vingrių g.,Lithuania,25.277278,54.678112
826,Naujininkai Zanavykų g.,370,1,33.0,3/5,Naujininkai,Zanavykų g.,Lithuania,25.2827237,54.6663736
827,Markučiai Subačiaus g.,320,1,12.6,4/5,Markučiai,Subačiaus g.,Lithuania,25.3110856,54.6762657
828,Paupys Aukštaičių g.,1200,2,40.0,4/4,Paupys,Aukštaičių g.,Lithuania,25.3032805,54.6786994
829,Šnipiškės Šatrijos g.,750,2,43.18,4/6,Šnipiškės,Šatrijos g.,Lithuania,25.2724914,54.7019511
830,Visoriai Visorių g.,700,2,58.0,2/6,Visoriai,Visorių g.,Lithuania,25.2500488,54.7434059
831,Baltupiai Baltupio g.,350,1,25.0,9/12,Baltupiai,Baltupio g.,Lithuania,25.265448944117644,54.73593325
832,Pilaitė I.Kanto al.,400,1,36.0,9/9,Pilaitė,I.Kanto al.,Lithuania,25.176304,54.70432
833,Filaretai Šarkų g.,320,1,29.0,2/2,Filaretai,Šarkų g.,Lithuania,25.319121,54.685535
834,Šnipiškės Kalvarijų g.,230,1,12.0,5/12,Šnipiškės,Kalvarijų g.,Lithuania,25.2817254,54.6949273
835,Salininkai Gervėbalės g.,475,1,30.0,1/2,Salininkai,Gervėbalės g.,Lithuania,25.2679577,54.6084244
836,Antakalnis Antakalnio g.,450,1,30.0,3/5,Antakalnis,Antakalnio g.,Lithuania,25.3171585,54.7195619
837,Antakalnis Antakalnio g.,600,2,44.0,3/5,Antakalnis,Antakalnio g.,Lithuania,25.3171585,54.7195619
838,Antakalnis Antakalnio g.,620,2,42.47,4/5,Antakalnis,Antakalnio g.,Lithuania,25.3171585,54.7195619
839,Naujamiestis Gedimino pr.,1250,2,60.0,4/5,Naujamiestis,Gedimino pr.,Lithuania,25.26183902135083,54.6912607
840,Pilaitė Zujūnų g.,200,5,46.0,2/2,Pilaitė,Zujūnų g.,Lithuania,25.182761,54.706948
841,Fabijoniškės S.Stanevičiaus g.,495,1,36.0,2/5,Fabijoniškės,S.Stanevičiaus g.,Lithuania,25.246433,54.731814
842,Markučiai Kaukysos g.,850,2,45.0,4/6,Markučiai,Kaukysos g.,Lithuania,25.3180472,54.6763855
843,Lazdynėliai Šerkšno g.,620,2,52.0,1/3,Lazdynėliai,Šerkšno g.,Lithuania,24.121971,55.106184
844,Fabijoniškės S.Stanevičiaus g.,600,3,66.0,7/10,Fabijoniškės,S.Stanevičiaus g.,Lithuania,25.246433,54.731814
845,Pilaitė Priegliaus g.,660,2,50.0,3/6,Pilaitė,Priegliaus g.,Lithuania,25.1867437,54.7119404
846,Pilaitė Karaliaučiaus g.,460,1,43.0,3/5,Pilaitė,Karaliaučiaus g.,Lithuania,25.1759723,54.7135023
847,Senamiestis Jogailos g.,650,2,44.0,1/4,Senamiestis,Jogailos g.,Lithuania,25.2778908,54.6850306
848,Naujamiestis Smolensko g.,239,1,20.0,5/5,Naujamiestis,Smolensko g.,Lithuania,25.2585443,54.6749755
849,Žvėrynas Pieninės g.,800,2,53.5,4/6,Žvėrynas,Pieninės g.,Lithuania,25.2555644,54.7024374
850,Bajorai Jono Kairiūkščio g.,600,2,39.0,2/9,Bajorai,Jono Kairiūkščio g.,Lithuania,21.222038,55.871281
851,Senamiestis Geležinkelio g.,300,9,30.0,4/5,Senamiestis,Geležinkelio g.,Lithuania,25.2894009,54.6719727
852,Senamiestis Rinktinės g.,900,2,46.0,1/7,Senamiestis,Rinktinės g.,Lithuania,22.250943,55.983929
853,Kalnėnai Gurių g.,650,2,52.0,1/3,Kalnėnai,Gurių g.,Lithuania,25.3313597,54.6545836
854,Žirmūnai Apkasų g.,199,1,20.0,5/5,Žirmūnai,Apkasų g.,Lithuania,25.2883611,54.7036477
855,Užupis Filaretų g.,800,2,63.0,8/8,Užupis,Filaretų g.,Lithuania,25.3035011,54.6837083
856,Žvėrynas Stirnų g.,850,2,46.0,5/5,Žvėrynas,Stirnų g.,Lithuania,25.249828,54.695925
857,Pilaitė Gilužio g.,550,1,30.0,1/3,Pilaitė,Gilužio g.,Lithuania,25.1793994,54.7019012
858,Santariškės Santariškių g.,625,2,43.0,3/3,Santariškės,Santariškių g.,Lithuania,25.2803027,54.7528454
859,Naujamiestis A.Juozapavičiaus g.,850,2,75.0,5/10,Naujamiestis,A.Juozapavičiaus g.,Lithuania,25.264768,54.680141
860,Senamiestis Odminių g.,1199,3,69.0,3/3,Senamiestis,Odminių g.,Lithuania,25.283398,54.6849125
861,Šnipiškės Krokuvos g.,650,2,43.0,4/4,Šnipiškės,Krokuvos g.,Lithuania,25.285138,54.6966918
862,Baltupiai Baltupio g.,900,3,53.0,1/7,Baltupiai,Baltupio g.,Lithuania,25.265448944117644,54.73593325
863,Baltupiai Ozo g.,600,1,29.0,1/8,Baltupiai,Ozo g.,Lithuania,25.2831395,54.7142794
864,Naujamiestis T.Ševčenkos g.,670,2,32.55,5/5,Naujamiestis,T.Ševčenkos g.,Lithuania,25.264768,54.680141
865,Baltupiai Jurgio Lebedžio g.,750,2,44.0,1/5,Baltupiai,Jurgio Lebedžio g.,Lithuania,24.121971,55.106184
866,Naujininkai Eišiškių pl.,560,1,32.0,3/5,Naujininkai,Eišiškių pl.,Lithuania,25.2709531,54.6518753
867,Šnipiškės Šatrijos g.,750,2,43.26,2/6,Šnipiškės,Šatrijos g.,Lithuania,25.2724914,54.7019511
868,Senamiestis Šaltinių g.,900,2,45.0,3/3,Senamiestis,Šaltinių g.,Lithuania,23.9626662,54.0248461
869,Viršuliškės Spaudos g.,800,3,57.0,10/16,Viršuliškės,Spaudos g.,Lithuania,25.2129169,54.7009093
870,Šnipiškės Rinktinės g.,620,2,54.0,3/4,Šnipiškės,Rinktinės g.,Lithuania,25.2876625,54.6964968
871,Senamiestis Tilto g.,600,1,24.0,2/3,Senamiestis,Tilto g.,Lithuania,25.2817712,54.6892593
872,Antakalnis Žolyno g.,500,2,49.99,3/5,Antakalnis,Žolyno g.,Lithuania,25.31507,54.7117059
