index,address,price,rooms,area,floor,District,Street,Country,longitude,latitude
926,Šeškinė Čiobiškio g.,570,2,52.0,3/12,Šeškinė,Čiobiškio g.,Lithuania,25.2356422,54.7147111
927,Pilaitė I.Kanto al.,400,1,36.0,1/5,Pilaitė,I.Kanto al.,Lithuania,25.176304,54.70432
928,Baltupiai Juozo Balčikonio g.,765,2,45.0,3/5,Baltupiai,Juozo Balčikonio g.,Lithuania,24.121971,55.106184
929,Fabijoniškės S.Stanevičiaus g.,590,2,50.0,6/9,Fabijoniškės,S.Stanevičiaus g.,Lithuania,25.246433,54.731814
930,Rasos Povilo Višinskio g.,750,2,50.0,3/4,Rasos,Povilo Višinskio g.,Lithuania,24.121971,55.106184
931,Markučiai Povilo Višinskio g.,750,2,50.0,3/4,Markučiai,Povilo Višinskio g.,Lithuania,25.319156,54.674879
932,Grigiškės Kovo 11-osios g.,350,1,33.0,8/9,Grigiškės,Kovo 11-osios g.,Lithuania,25.09617281287684,54.66914785
933,Verkiai Skalvos g.,700,4,83.0,1/2,Verkiai,Skalvos g.,Lithuania,25.293707,54.751299
934,Šiaurės miestelis Apkasų g.,500,1,26.0,3/5,Šiaurės miestelis,Apkasų g.,Lithuania,24.121971,55.106184
935,Lazdynėliai Jonažolių g.,570,2,55.0,2/9,Lazdynėliai,Jonažolių g.,Lithuania,25.2148876,54.666674
936,Fabijoniškės Visorių g.,650,3,76.0,4/5,Fabijoniškės,Visorių g.,Lithuania,25.25746,54.7385094
937,Naujoji Vilnia Pramonės g.,290,1,20.0,5/8,Naujoji Vilnia,Pramonės g.,Lithuania,25.440378,54.6952323
938,Šeškinė Ukmergės g.,350,1,40.0,1/5,Šeškinė,Ukmergės g.,Lithuania,25.2521677,54.7097664
939,Naujamiestis Kauno g.,750,2,45.0,8/12,Naujamiestis,Kauno g.,Lithuania,25.2626184,54.6705058
940,Antakalnis P.Vileišio g.,400,1,20.0,2/4,Antakalnis,P.Vileišio g.,Lithuania,25.311821157774403,54.71195935
941,Verkiai Verkių g.,950,2,45.0,3/8,Verkiai,Verkių g.,Lithuania,25.3467284,54.7614831
942,Naujininkai Geologų g.,350,1,23.0,2/2,Naujininkai,Geologų g.,Lithuania,25.273563,54.662677
943,Šiaurės miestelis V.Nagevičiaus g.,700,2,53.56,5/5,Šiaurės miestelis,V.Nagevičiaus g.,Lithuania,24.121971,55.106184
944,Karoliniškės Algimanto Petro Kavoliuko g.,600,2,41.0,8/9,Karoliniškės,Algimanto Petro Kavoliuko g.,Lithuania,25.21827851645063,54.6953297
945,Šeškinė Fabijoniškių g.,599,2,33.0,8/11,Šeškinė,Fabijoniškių g.,Lithuania,25.2499374,54.7202018
946,Pilaitė I.Simonaitytės g.,790,3,63.0,2/4,Pilaitė,I.Simonaitytės g.,Lithuania,25.182761,54.706948
947,Naujamiestis Skroblų g.,550,2,50.4,1/5,Naujamiestis,Skroblų g.,Lithuania,25.254835,54.670731
948,Antakalnis Tverečiaus g.,200,1,14.0,2/5,Antakalnis,Tverečiaus g.,Lithuania,25.3189678,54.7164695
949,Lazdynai Erfurto g.,460,2,47.08,4/5,Lazdynai,Erfurto g.,Lithuania,25.2027702,54.6708027
950,Viršuliškės Viršuliškių g.,600,3,65.0,9/9,Viršuliškės,Viršuliškių g.,Lithuania,25.2249903,54.7072538
951,Šnipiškės Sporto g.,750,2,50.0,3/5,Šnipiškės,Sporto g.,Lithuania,25.273601,54.697375
952,Šiaurės miestelis Žirmūnų g.,580,1,30.0,4/5,Šiaurės miestelis,Žirmūnų g.,Lithuania,25.3045857,54.71086
953,Senamiestis Trakų g.,1600,4,100.0,3/3,Senamiestis,Trakų g.,Lithuania,25.2806889,54.6805537
954,Visoriai Visorių g.,780,2,60.0,4/6,Visoriai,Visorių g.,Lithuania,25.2500488,54.7434059
955,Antakalnis Žolyno g.,420,1,18.0,3/5,Antakalnis,Žolyno g.,Lithuania,25.31507,54.7117059
956,Pašilaičiai Jurgio Baltrušaičio g.,570,2,57.0,2/10,Pašilaičiai,Jurgio Baltrušaičio g.,Lithuania,25.228239,54.711003
957,Užupis Polocko g.,1600,3,75.0,0/4,Užupis,Polocko g.,Lithuania,25.3008276,54.6812167
958,Naujamiestis S.Konarskio g.,750,3,62.0,5/5,Naujamiestis,S.Konarskio g.,Lithuania,25.264768,54.680141
959,Senamiestis Šv.Stepono g.,700,2,60.0,1/5,Senamiestis,Šv.Stepono g.,Lithuania,25.287693,54.683127
960,Visoriai Visorių g.,550,2,30.23,3/5,Visoriai,Visorių g.,Lithuania,25.2500488,54.7434059
961,Fabijoniškės Liudviko Zamenhofo g.,550,2,66.0,5/6,Fabijoniškės,Liudviko Zamenhofo g.,Lithuania,25.232637,54.739646
962,Karoliniškės Vido Maciulevičiaus g.,570,2,41.0,3/3,Karoliniškės,Vido Maciulevičiaus g.,Lithuania,25.205018,54.688955
963,Žirmūnai Žirmūnų g.,199,1,20.0,8/10,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
964,Justiniškės Taikos g.,450,2,50.0,3/5,Justiniškės,Taikos g.,Lithuania,25.2228709,54.7211373
965,Užupis Olandų g.,550,2,45.0,1/5,Užupis,Olandų g.,Lithuania,25.3049778,54.6914821
966,Naujininkai Pelesos g.,120,1,10.5,1/5,Naujininkai,Pelesos g.,Lithuania,25.2738665,54.6659553
967,Karoliniškės Virginijaus Druskio g.,750,3,63.0,5/9,Karoliniškės,Virginijaus Druskio g.,Lithuania,25.202447,54.685872
968,Antakalnis Antakalnio g.,500,2,42.0,4/5,Antakalnis,Antakalnio g.,Lithuania,25.3171585,54.7195619
969,Užupis Filaretų g.,700,2,47.0,2/3,Užupis,Filaretų g.,Lithuania,25.3035011,54.6837083
970,Fabijoniškės Fabijoniškių g.,370,1,40.0,4/5,Fabijoniškės,Fabijoniškių g.,Lithuania,25.2374099,54.7315103
971,Baltupiai Jurgio Lebedžio g.,620,2,32.0,2/5,Baltupiai,Jurgio Lebedžio g.,Lithuania,24.121971,55.106184
972,Lazdynai Lazdynų g.,630,2,47.0,2/6,Lazdynai,Lazdynų g.,Lithuania,25.2164788,54.6787988
973,Šnipiškės Rinktinės g.,560,1,33.0,3/9,Šnipiškės,Rinktinės g.,Lithuania,25.2876625,54.6964968
974,Pašilaičiai Sviliškių g.,600,2,54.0,3/5,Pašilaičiai,Sviliškių g.,Lithuania,25.2162652,54.7321521
975,Žirmūnai Žirmūnų g.,600,2,48.0,1/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
976,Antakalnis P.Vileišio g.,700,3,50.0,1/4,Antakalnis,P.Vileišio g.,Lithuania,25.311821157774403,54.71195935
977,Santariškės Santariškių g.,720,3,72.21,2/3,Santariškės,Santariškių g.,Lithuania,25.2803027,54.7528454
978,Justiniškės Taikos g.,550,2,53.0,8/9,Justiniškės,Taikos g.,Lithuania,25.2228709,54.7211373
979,Naujininkai Dariaus ir Girėno g.,350,1,26.0,2/9,Naujininkai,Dariaus ir Girėno g.,Lithuania,25.2730874,54.6608848
980,Antakalnis Vytauto Žalakevičiaus g.,750,2,51.0,1/6,Antakalnis,Vytauto Žalakevičiaus g.,Lithuania,25.783394,54.98187
981,Šeškinė Paberžės g.,550,3,67.0,2/5,Šeškinė,Paberžės g.,Lithuania,25.2545267,54.7162133
982,Šnipiškės Rinktinės g.,1200,3,55.0,2/7,Šnipiškės,Rinktinės g.,Lithuania,25.2876625,54.6964968
983,Naujamiestis M.K.Čiurlionio g.,1000,4,100.0,2/5,Naujamiestis,M.K.Čiurlionio g.,Lithuania,25.264768,54.680141
984,Naujamiestis Gedimino pr.,1200,3,70.0,3/5,Naujamiestis,Gedimino pr.,Lithuania,25.26183902135083,54.6912607
985,Antakalnis Tverečiaus g.,340,1,20.0,2/2,Antakalnis,Tverečiaus g.,Lithuania,25.3189678,54.7164695
986,Lazdynėliai Lazdynėlių g.,650,1,30.0,4/4,Lazdynėliai,Lazdynėlių g.,Lithuania,25.1927074,54.663469
987,Antakalnis V.Grybo g.,300,1,18.0,2/5,Antakalnis,V.Grybo g.,Lithuania,25.312009,54.705407
988,Viršuliškės Viršuliškių g.,550,2,22.0,2/7,Viršuliškės,Viršuliškių g.,Lithuania,25.2249903,54.7072538
989,Lazdynai Erfurto g.,650,3,65.0,3/5,Lazdynai,Erfurto g.,Lithuania,25.2027702,54.6708027
990,Naujamiestis Aludarių g.,1050,2,50.07,4/5,Naujamiestis,Aludarių g.,Lithuania,25.2659857,54.6866673
991,Šeškinė Šeškinės g.,449,2,49.0,7/13,Šeškinė,Šeškinės g.,Lithuania,25.242989,54.7161316
992,Lazdynai Erfurto g.,650,2,49.18,9/9,Lazdynai,Erfurto g.,Lithuania,25.2027702,54.6708027
993,Naujininkai Darbininkų g.,320,1,18.0,3/4,Naujininkai,Darbininkų g.,Lithuania,25.2708871,54.6612582
994,Lazdynėliai Lazdynėlių g.,650,2,42.5,4/4,Lazdynėliai,Lazdynėlių g.,Lithuania,25.1927074,54.663469
995,Paupys Aukštaičių g.,1050,2,37.5,4/6,Paupys,Aukštaičių g.,Lithuania,25.3032805,54.6786994
996,Žvėrynas Sakalų g.,385,1,15.0,6/6,Žvėrynas,Sakalų g.,Lithuania,25.251978,54.6963621
997,Senamiestis Pilies g.,1050,2,41.0,2/3,Senamiestis,Pilies g.,Lithuania,25.2891632,54.6820404
998,Šnipiškės Herkaus Manto g.,520,1,29.0,2/4,Šnipiškės,Herkaus Manto g.,Lithuania,25.269068,54.699929
999,Šnipiškės Herkaus Manto g.,520,2,29.0,2/4,Šnipiškės,Herkaus Manto g.,Lithuania,25.269068,54.699929
1000,Pašilaičiai Virbeliškių g.,1200,4,89.0,1/9,Pašilaičiai,Virbeliškių g.,Lithuania,25.2176973,54.7293428
1001,Naujamiestis Kauno g.,320,1,17.0,4/5,Naujamiestis,Kauno g.,Lithuania,25.2626184,54.6705058
1002,Baltupiai Baltupio g.,490,1,28.0,3/7,Baltupiai,Baltupio g.,Lithuania,25.265448944117644,54.73593325
1003,Paneriai Juodšilių g.,500,2,50.47,1/2,Paneriai,Juodšilių g.,Lithuania,25.1856659,54.6250613
1004,Naujamiestis Savanorių pr.,400,1,30.0,3/9,Naujamiestis,Savanorių pr.,Lithuania,25.2539717,54.6768665
1005,Žirmūnai Žirmūnų g.,450,1,21.5,6/9,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
1006,Karoliniškės Algimanto Petro Kavoliuko g.,650,3,64.0,8/9,Karoliniškės,Algimanto Petro Kavoliuko g.,Lithuania,25.21827851645063,54.6953297
1007,Antakalnis Smėlio g.,560,1,28.69,4/4,Antakalnis,Smėlio g.,Lithuania,25.3118899,54.7033583
1008,Pilaitė Vydūno g.,690,3,64.0,3/7,Pilaitė,Vydūno g.,Lithuania,25.18829606875669,54.7071226
1009,Naujamiestis Panerių g.,550,1,26.0,4/4,Naujamiestis,Panerių g.,Lithuania,25.2611411,54.6675994
1010,Pašilaičiai Žemynos g.,370,1,35.0,1/9,Pašilaičiai,Žemynos g.,Lithuania,25.2253933,54.7259967
1011,Fabijoniškės Fabijoniškių g.,550,2,58.0,3/5,Fabijoniškės,Fabijoniškių g.,Lithuania,25.2374099,54.7315103
1012,Naujininkai Dzūkų g.,390,1,15.6,4/5,Naujininkai,Dzūkų g.,Lithuania,25.2830471,54.6640112
1013,Senamiestis Tilto g.,750,2,30.0,1/2,Senamiestis,Tilto g.,Lithuania,25.2817712,54.6892593
1014,Žirmūnai Žirmūnų g.,780,3,60.93,4/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
1015,Žirmūnai Kalvarijų g.,550,2,26.34,3/3,Žirmūnai,Kalvarijų g.,Lithuania,25.2869142,54.7153427
1016,Šiaurės miestelis S.Žukausko g.,610,2,45.0,4/5,Šiaurės miestelis,S.Žukausko g.,Lithuania,24.121971,55.106184
1017,Pilaitė Bitėnų g.,630,2,50.0,4/5,Pilaitė,Bitėnų g.,Lithuania,25.1735297,54.7032848
1018,Pilaitė Įsruties g.,390,1,36.0,3/5,Pilaitė,Įsruties g.,Lithuania,25.1820966,54.7123036
1019,Šiaurės miestelis S.Žukausko g.,630,2,54.49,1/5,Šiaurės miestelis,S.Žukausko g.,Lithuania,24.121971,55.106184
1020,Žirmūnai Minties g.,750,3,62.0,2/5,Žirmūnai,Minties g.,Lithuania,25.3047908,54.7056893
1021,Šnipiškės Giedraičių g.,570,2,30.0,3/9,Šnipiškės,Giedraičių g.,Lithuania,25.278242,54.6973462
1022,Naujamiestis Švitrigailos g.,1150,3,70.0,2/6,Naujamiestis,Švitrigailos g.,Lithuania,25.2704693,54.6692933
1023,Naujoji Vilnia Linksmoji g.,350,1,33.0,2/5,Naujoji Vilnia,Linksmoji g.,Lithuania,23.82566,54.24385
1024,Naujamiestis Mindaugo g.,850,2,55.0,6/6,Naujamiestis,Mindaugo g.,Lithuania,25.2738379,54.6770904
1025,Šiaurės miestelis S.Žukausko g.,650,2,53.61,2/9,Šiaurės miestelis,S.Žukausko g.,Lithuania,24.121971,55.106184
1026,Naujininkai Mechanikų g.,470,3,48.9,2/3,Naujininkai,Mechanikų g.,Lithuania,25.273563,54.662677
1027,Šnipiškės Linkmenų g.,650,1,28.3,1/5,Šnipiškės,Linkmenų g.,Lithuania,25.2690681,54.6999287
1028,Senamiestis Bokšto g.,1200,3,80.0,2/5,Senamiestis,Bokšto g.,Lithuania,25.2921767,54.6776383
1029,Naujoji Vilnia Arimų g.,500,2,27.0,3/3,Naujoji Vilnia,Arimų g.,Lithuania,25.411303,54.692957
1030,Šeškinė Ukmergės g.,550,2,52.0,8/13,Šeškinė,Ukmergės g.,Lithuania,25.2521677,54.7097664
1031,Šnipiškės Kalvarijų g.,370,1,15.0,2/4,Šnipiškės,Kalvarijų g.,Lithuania,25.2817254,54.6949273
1032,Naujamiestis J.Basanavičiaus g.,750,1,42.0,3/3,Naujamiestis,J.Basanavičiaus g.,Lithuania,23.0523799,54.6364347
1033,Baltupiai Ozo g.,850,2,47.5,4/8,Baltupiai,Ozo g.,Lithuania,25.2831395,54.7142794
1034,Naujamiestis Vytenio g.,660,2,40.0,4/9,Naujamiestis,Vytenio g.,Lithuania,25.2629171,54.6806792
1035,Antakalnis P.Vileišio g.,600,2,45.0,4/5,Antakalnis,P.Vileišio g.,Lithuania,25.311821157774403,54.71195935
1036,Baltupiai Ozo g.,750,2,37.2,4/8,Baltupiai,Ozo g.,Lithuania,25.2831395,54.7142794
1037,Šnipiškės Lvivo g.,490,2,45.0,2/4,Šnipiškės,Lvivo g.,Lithuania,25.2688417,54.6994753
1038,Šnipiškės Šeimyniškių g.,880,2,50.0,4/9,Šnipiškės,Šeimyniškių g.,Lithuania,25.282158,54.6947179
1039,Pilaitė Karaliaučiaus g.,520,1,32.0,1/5,Pilaitė,Karaliaučiaus g.,Lithuania,25.1759723,54.7135023
1040,Šnipiškės Linkmenų g.,850,2,58.0,1/5,Šnipiškės,Linkmenų g.,Lithuania,25.2690681,54.6999287
1041,Baltupiai Jurgio Lebedžio g.,600,1,26.0,4/5,Baltupiai,Jurgio Lebedžio g.,Lithuania,24.121971,55.106184
1042,Senamiestis Pamėnkalnio g.,880,2,44.46,5/6,Senamiestis,Pamėnkalnio g.,Lithuania,22.250943,55.983929
1043,Naujamiestis J.Jasinskio g.,1000,2,40.0,2/4,Naujamiestis,J.Jasinskio g.,Lithuania,25.2597265,54.6861921
1044,Naujamiestis Savanorių pr.,400,1,36.0,7/9,Naujamiestis,Savanorių pr.,Lithuania,25.2539717,54.6768665
1045,Naujininkai Meistrų g.,350,1,17.0,2/5,Naujininkai,Meistrų g.,Lithuania,25.273563,54.662677
1046,Naujamiestis T.Ševčenkos g.,1200,3,94.0,1/3,Naujamiestis,T.Ševčenkos g.,Lithuania,25.264768,54.680141
1047,Lazdynėliai Žaros g.,600,2,40.0,2/3,Lazdynėliai,Žaros g.,Lithuania,25.1928924,54.6666169
1048,Žirmūnai Žirmūnų g.,490,1,35.34,4/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
1049,Antakalnis Nemenčinės pl.,700,2,34.78,2/3,Antakalnis,Nemenčinės pl.,Lithuania,25.319595220530616,54.724156199999996
1050,Naujamiestis Naugarduko g.,620,2,52.0,3/4,Naujamiestis,Naugarduko g.,Lithuania,25.2753772,54.6767869
1051,Antakalnis Kregždžių g.,680,3,82.46,3/4,Antakalnis,Kregždžių g.,Lithuania,25.385507,54.7277459
1052,Baltupiai Juozo Balčikonio g.,720,2,61.0,2/5,Baltupiai,Juozo Balčikonio g.,Lithuania,24.121971,55.106184
1053,Tarandė Putiniškių g.,270,1,30.0,2/2,Tarandė,Putiniškių g.,Lithuania,25.1824696,54.7473649
1054,Jeruzalė Ateities g.,700,3,63.0,5/7,Jeruzalė,Ateities g.,Lithuania,25.2681728,54.7376318
1055,Šnipiškės Kalvarijų g.,700,2,55.0,2/3,Šnipiškės,Kalvarijų g.,Lithuania,25.2817254,54.6949273
1056,Naujamiestis Pakalnės g.,850,2,45.0,1/3,Naujamiestis,Pakalnės g.,Lithuania,25.2642154,54.6867199
1057,Senamiestis Trakų g.,1600,4,98.0,2/2,Senamiestis,Trakų g.,Lithuania,25.2806889,54.6805537
1058,Senamiestis Vilniaus g.,850,2,50.0,2/5,Senamiestis Vilnia,us g.,Lithuania,25.289154500197288,54.687349749999996
1059,Justiniškės Rygos g.,600,2,36.0,3/5,Justiniškės,Rygos g.,Lithuania,25.2219966,54.7167438
1060,Antakalnis M.K.Oginskio g.,650,2,44.0,4/5,Antakalnis,M.K.Oginskio g.,Lithuania,25.3210522,54.7187925
1061,Antakalnis Vytauto Žalakevičiaus g.,770,2,52.0,3/4,Antakalnis,Vytauto Žalakevičiaus g.,Lithuania,25.783394,54.98187
1062,Naujininkai Pelesos g.,550,1,30.0,4/4,Naujininkai,Pelesos g.,Lithuania,25.2738665,54.6659553
1063,Naujamiestis Naugarduko g.,239,1,20.0,5/5,Naujamiestis,Naugarduko g.,Lithuania,25.2753772,54.6767869
1064,Naujamiestis Tauro g.,450,1,16.0,4/5,Naujamiestis,Tauro g.,Lithuania,25.2728154,54.6847721
1065,Šeškinė Šeškinės g.,800,3,95.0,12/16,Šeškinė,Šeškinės g.,Lithuania,25.242989,54.7161316
1066,Pilaitė M.Mažvydo g.,560,1,44.0,5/6,Pilaitė,M.Mažvydo g.,Lithuania,25.182761,54.706948
1067,Fabijoniškės P.Žadeikos g.,400,2,51.94,1/14,Fabijoniškės,P.Žadeikos g.,Lithuania,25.246433,54.731814
1068,Lazdynėliai Lazdynėlių g.,850,2,45.0,4/4,Lazdynėliai,Lazdynėlių g.,Lithuania,25.1927074,54.663469
1069,Žirmūnai Verkių g.,320,1,18.0,5/5,Žirmūnai,Verkių g.,Lithuania,25.2960633,54.7199848
1070,Senamiestis Žygimantų g.,500,1,29.0,4/4,Senamiestis,Žygimantų g.,Lithuania,25.2806649,54.6907962
1071,Viršuliškės Viršuliškių g.,600,2,30.0,2/7,Viršuliškės,Viršuliškių g.,Lithuania,25.2249903,54.7072538
1072,Viršuliškės Viršuliškių g.,600,2,31.5,2/7,Viršuliškės,Viršuliškių g.,Lithuania,25.2249903,54.7072538
1073,Užupis Malūnų g.,800,2,39.12,2/3,Užupis,Malūnų g.,Lithuania,25.2937109,54.6817512
1074,Justiniškės Taikos g.,465,2,50.0,1/5,Justiniškės,Taikos g.,Lithuania,25.2228709,54.7211373
1075,Senamiestis Bokšto g.,900,3,78.0,3/4,Senamiestis,Bokšto g.,Lithuania,25.2921767,54.6776383
1076,Senamiestis Labdarių g.,620,2,40.0,2/2,Senamiestis,Labdarių g.,Lithuania,25.2805897,54.6849999
1077,Senamiestis Algirdo g.,900,2,49.0,3/4,Senamiestis,Algirdo g.,Lithuania,24.3749708,55.7253825
1078,Fabijoniškės Salomėjos Nėries g.,520,2,50.0,9/12,Fabijoniškės,Salomėjos Nėries g.,Lithuania,25.572202,54.870773
1079,Naujamiestis Mindaugo g.,750,2,55.0,1/5,Naujamiestis,Mindaugo g.,Lithuania,25.2738379,54.6770904
1080,Žirmūnai Kalvarijų g.,550,2,45.0,5/5,Žirmūnai,Kalvarijų g.,Lithuania,25.2869142,54.7153427
1081,Justiniškės Taikos g.,299,1,36.0,3/5,Justiniškės,Taikos g.,Lithuania,25.2228709,54.7211373
1082,Žirmūnai Žirmūnų g.,600,2,47.6,1/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
1083,Senamiestis Labdarių g.,1550,3,60.0,4/4,Senamiestis,Labdarių g.,Lithuania,25.2805897,54.6849999
1084,Žirmūnai Kalvarijų g.,550,2,41.34,8/12,Žirmūnai,Kalvarijų g.,Lithuania,25.2869142,54.7153427
1085,Santariškės Santariškių g.,620,2,45.0,1/3,Santariškės,Santariškių g.,Lithuania,25.2803027,54.7528454
1086,Naujamiestis Mindaugo g.,1100,2,62.0,7/9,Naujamiestis,Mindaugo g.,Lithuania,25.2738379,54.6770904
1087,Naujamiestis Tauro g.,790,2,67.3,5/5,Naujamiestis,Tauro g.,Lithuania,25.2728154,54.6847721
1088,Antakalnis Antakalnio g.,600,1,47.0,8/9,Antakalnis,Antakalnio g.,Lithuania,25.3171585,54.7195619
1089,Naujamiestis Savanorių pr.,550,2,54.0,6/9,Naujamiestis,Savanorių pr.,Lithuania,25.2539717,54.6768665
1090,Šnipiškės Raitininkų g.,650,1,32.0,2/6,Šnipiškės,Raitininkų g.,Lithuania,24.11797,54.23549
1091,Baltupiai Didlaukio g.,499,2,43.0,5/12,Baltupiai,Didlaukio g.,Lithuania,25.2784789,54.7275851
1092,Justiniškės Taikos g.,700,3,55.0,1/5,Justiniškės,Taikos g.,Lithuania,25.2228709,54.7211373
1093,Pašilaičiai Virbeliškių g.,600,2,46.5,4/4,Pašilaičiai,Virbeliškių g.,Lithuania,25.2176973,54.7293428
1094,Lazdynėliai Lazdynėlių g.,680,2,39.0,2/4,Lazdynėliai,Lazdynėlių g.,Lithuania,25.1927074,54.663469
1095,Bajorai Bajorų kel.,580,1,32.5,2/9,Bajorai,Bajorų kel.,Lithuania,24.121971,55.106184
1096,Žvėrynas Paribio g.,750,2,54.0,2/4,Žvėrynas,Paribio g.,Lithuania,25.2462426,54.7006434
1097,Rasos Varšuvos g.,80,1,40.0,1/5,Rasos,Varšuvos g.,Lithuania,25.2976897,54.6703948
1098,Karoliniškės Laisvės pr.,260,1,16.0,9/9,Karoliniškės,Laisvės pr.,Lithuania,25.2173677,54.6928201
1099,Lazdynėliai Žaibo g.,699,2,40.0,4/4,Lazdynėliai,Žaibo g.,Lithuania,24.121971,55.106184
1100,Baltupiai Didlaukio g.,590,2,50.0,1/5,Baltupiai,Didlaukio g.,Lithuania,25.2784789,54.7275851
1101,Lazdynai Architektų g.,370,2,50.0,3/5,Lazdynai,Architektų g.,Lithuania,25.2164788,54.6787988
1102,Viršuliškės Viršuliškių g.,500,2,47.0,3/5,Viršuliškės,Viršuliškių g.,Lithuania,25.2249903,54.7072538
1103,Baltupiai Ateities g.,350,1,17.0,0/5,Baltupiai,Ateities g.,Lithuania,25.2681728,54.7376318
1104,Žirmūnai Apkasų g.,570,2,52.0,5/5,Žirmūnai,Apkasų g.,Lithuania,25.2883611,54.7036477
1105,Šnipiškės Žalgirio g.,650,2,65.79,5/8,Šnipiškės,Žalgirio g.,Lithuania,25.2668422,54.7044446
1106,Pilaitė M.Mažvydo g.,500,1,32.0,6/8,Pilaitė,M.Mažvydo g.,Lithuania,25.182761,54.706948
1107,Senamiestis Šv.Stepono g.,800,3,74.0,3/5,Senamiestis,Šv.Stepono g.,Lithuania,25.287693,54.683127
1108,Karoliniškės Loretos Asanavičiūtės g.,550,2,48.3,12/12,Karoliniškės,Loretos Asanavičiūtės g.,Lithuania,25.196673,54.683074
1109,Žemieji Paneriai Ūmėdžių g.,450,2,40.31,1/5,Žemieji Paneriai,Ūmėdžių g.,Lithuania,25.2103975,54.6404889
1110,Fabijoniškės S.Stanevičiaus g.,500,2,51.0,6/9,Fabijoniškės,S.Stanevičiaus g.,Lithuania,25.246433,54.731814
1111,Pilaitė Padekaniškių g.,700,2,65.88,4/4,Pilaitė,Padekaniškių g.,Lithuania,25.182761,54.706948
1112,Šnipiškės Šilutės g.,650,3,58.0,2/2,Šnipiškės,Šilutės g.,Lithuania,25.2801244,54.7000074
1113,Pašilaičiai Eitminų g.,660,2,50.0,3/9,Pašilaičiai,Eitminų g.,Lithuania,25.2206319,54.7411864
1114,Visoriai Jono Kairiūkščio g.,500,2,51.0,1/5,Visoriai,Jono Kairiūkščio g.,Lithuania,25.2647674,54.7577598
1115,Pilaitė Gilužio g.,660,2,38.0,1/3,Pilaitė,Gilužio g.,Lithuania,25.1793994,54.7019012
1116,Šnipiškės Daugėliškio g.,800,2,44.0,5/6,Šnipiškės,Daugėliškio g.,Lithuania,25.2725536,54.7004606
1117,Pašilaičiai Perkūnkiemio g.,700,3,64.0,3/9,Pašilaičiai,Perkūnkiemio g.,Lithuania,25.219637,54.7387996
1118,Šnipiškės Rinktinės g.,900,2,46.0,1/7,Šnipiškės,Rinktinės g.,Lithuania,25.2876625,54.6964968
1119,Naujamiestis Šaltinių g.,850,2,46.54,3/5,Naujamiestis,Šaltinių g.,Lithuania,25.2758412,54.675117
1120,Baltupiai Kazio Ulvydo g.,630,2,38.05,4/5,Baltupiai,Kazio Ulvydo g.,Lithuania,24.121971,55.106184
1121,Pilaitė Įsruties g.,580,1,35.0,1/8,Pilaitė,Įsruties g.,Lithuania,25.1820966,54.7123036
1122,Karoliniškės Virginijaus Druskio g.,400,1,32.7,5/9,Karoliniškės,Virginijaus Druskio g.,Lithuania,25.202447,54.685872
1123,Naujamiestis Algirdo g.,650,2,45.0,1/4,Naujamiestis,Algirdo g.,Lithuania,25.2707414,54.6781128
1124,Antakalnis K.Semenavičiaus g.,640,2,44.0,3/4,Antakalnis,K.Semenavičiaus g.,Lithuania,25.69133,55.09549
1125,Baltupiai Baltupio g.,360,2,40.0,6/12,Baltupiai,Baltupio g.,Lithuania,25.265448944117644,54.73593325
1126,Žirmūnai Žirmūnų g.,650,2,47.0,2/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
1127,Lazdynai Architektų g.,550,1,32.7,1/5,Lazdynai,Architektų g.,Lithuania,25.2164788,54.6787988
1128,Šnipiškės Žalgirio g.,550,2,50.0,2/5,Šnipiškės,Žalgirio g.,Lithuania,25.2668422,54.7044446
1129,Viršuliškės Viršuliškių g.,450,1,33.0,9/11,Viršuliškės,Viršuliškių g.,Lithuania,25.2249903,54.7072538
1130,Šiaurės miestelis Apkasų g.,650,2,44.5,3/5,Šiaurės miestelis,Apkasų g.,Lithuania,24.121971,55.106184
1131,Užupis Polocko g.,900,2,54.0,2/3,Užupis,Polocko g.,Lithuania,25.3008276,54.6812167
1132,Naujamiestis Gedimino pr.,2900,2,117.0,5/5,Naujamiestis,Gedimino pr.,Lithuania,25.26183902135083,54.6912607
1133,Žirmūnai Žirmūnų g.,300,1,22.0,4/9,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
1134,Užupis Krivių g.,700,2,55.0,4/4,Užupis,Krivių g.,Lithuania,25.301823076879643,54.68413115
1135,Žirmūnai Minties g.,380,1,32.5,4/9,Žirmūnai,Minties g.,Lithuania,25.3047908,54.7056893
1136,Naujamiestis Savanorių pr.,400,1,30.0,5/9,Naujamiestis,Savanorių pr.,Lithuania,25.2539717,54.6768665
1137,Pilaitė M.Mažvydo g.,650,2,51.3,6/7,Pilaitė,M.Mažvydo g.,Lithuania,25.182761,54.706948
